id,planet,star,method,year,radius,mass
1398,K2-191 b,K2-191,Transit,2018,1.579,NA
1399,K2-192 b,K2-192,Transit,2018,1.52,NA
1400,K2-193 b,K2-193,Transit,2018,3.95,NA
1401,K2-194 b,K2-194,Transit,2018,3.642,NA
1402,K2-195 b,K2-195,Transit,2018,3.13,NA
1403,K2-195 c,K2-195,Transit,2018,2.576,NA
1404,K2-196 b,K2-196,Transit,2018,3.6,NA
1405,K2-197 b,K2-197,Transit,2018,2.56,NA
1406,K2-198 b,K2-198,Transit,2018,4.189,NA
1407,K2-198 c,K2-198,Transit,2019,1.423,NA
1408,K2-198 d,K2-198,Transit,2019,2.438,NA
1409,K2-199 b,K2-199,Transit,2018,1.73,6.9
1410,K2-199 c,K2-199,Transit,2018,2.85,12.4
1411,K2-200 b,K2-200,Transit,2018,1.364,NA
1412,K2-201 b,K2-201,Transit,2018,1.4,NA
1413,K2-201 c,K2-201,Transit,2018,3.286,NA
1414,K2-202 b,K2-202,Transit,2018,2.302,NA
1415,K2-203 b,K2-203,Transit,2018,1.371,NA
1416,K2-204 b,K2-204,Transit,2018,3.046,NA
1417,K2-205 b,K2-205,Transit,2018,1.996,NA
1418,K2-206 b,K2-206,Transit,2018,2.795,NA
1419,K2-207 b,K2-207,Transit,2018,2.606,NA
1420,K2-208 b,K2-208,Transit,2018,1.679,NA
1421,K2-209 b,K2-209,Transit,2018,0.869,NA
1422,K2-21 b,K2-21,Transit,2015,1.84,NA
1423,K2-21 c,K2-21,Transit,2015,2.49,NA
1424,K2-210 b,K2-210,Transit,2018,0.86,NA
1425,K2-211 b,K2-211,Transit,2018,1.3,NA
1426,K2-212 b,K2-212,Transit,2018,2.65,NA
1427,K2-213 b,K2-213,Transit,2018,1.514,NA
1428,K2-214 b,K2-214,Transit,2018,2.43,NA
1429,K2-215 b,K2-215,Transit,2018,2.124,NA
1430,K2-216 b,K2-216,Transit,2018,1.75,8
1431,K2-217 b,K2-217,Transit,2018,3.579,NA
1432,K2-218 b,K2-218,Transit,2018,2.569,NA
1433,K2-219 b,K2-219,Transit,2018,1.348,NA
1434,K2-219 c,K2-219,Transit,2018,1.438,NA
1435,K2-219 d,K2-219,Transit,2018,2.576,NA
1436,K2-22 b,K2-22,Transit,2015,2.3,NA
1437,K2-220 b,K2-220,Transit,2018,2.39,NA
1438,K2-221 b,K2-221,Transit,2018,1.679,NA
1439,K2-222 b,K2-222,Transit,2018,2.39,NA
1440,K2-223 b,K2-223,Transit,2018,0.89,NA
1441,K2-223 c,K2-223,Transit,2018,1.5,NA
1442,K2-224 b,K2-224,Transit,2018,1.56,NA
1443,K2-224 c,K2-224,Transit,2018,2.41,NA
1444,K2-225 b,K2-225,Transit,2018,3.49,NA
1445,K2-226 b,K2-226,Transit,2018,1.54,NA
1446,K2-227 b,K2-227,Transit,2018,1.666,NA
1447,K2-228 b,K2-228,Transit,2018,1.21,NA
1448,K2-229 b,K2-229,Transit,2018,1,NA
1449,K2-229 c,K2-229,Transit,2018,2.03,NA
1450,K2-230 b,K2-230,Transit,2018,1.96,NA
1451,K2-231 b,K2-231,Transit,2018,2.5,NA
1452,K2-232 b,K2-232,Transit,2018,11.209,126.49634
1453,K2-233 b,K2-233,Transit,2018,1.343,11.26
1454,K2-233 c,K2-233,Transit,2018,1.281,12.81
1455,K2-233 d,K2-233,Transit,2018,2.358,21.14
1456,K2-237 b,K2-237,Transit,2018,16.197,433.20012
1457,K2-238 b,K2-238,Transit,2018,14.572,273.3338
1458,K2-239 b,K2-239,Transit,2018,1.1,NA
1459,K2-239 c,K2-239,Transit,2018,1,NA
1460,K2-239 d,K2-239,Transit,2018,1.1,NA
1461,K2-24 b,K2-24,Transit,2016,5.4,19
1462,K2-24 c,K2-24,Transit,2016,7.5,15.4
1463,K2-240 b,K2-240,Transit,2018,2,NA
1464,K2-240 c,K2-240,Transit,2018,1.8,NA
1465,K2-241 b,K2-241,Transit,2018,2.55,NA
1466,K2-242 b,K2-242,Transit,2018,2.54,NA
1467,K2-243 b,K2-243,Transit,2018,2.17,NA
1468,K2-243 c,K2-243,Transit,2018,2.01,NA
1469,K2-244 b,K2-244,Transit,2018,1.75,NA
1470,K2-245 b,K2-245,Transit,2018,4.34,NA
1471,K2-246 b,K2-246,Transit,2018,3.49,NA
1472,K2-247 b,K2-247,Transit,2018,2.12,NA
1473,K2-247 c,K2-247,Transit,2018,2.19,NA
1474,K2-248 b,K2-248,Transit,2018,2.57,NA
1475,K2-249 b,K2-249,Transit,2018,2.79,NA
1476,K2-25 b,K2-25,Transit,2015,3.44,24.5
1477,K2-250 b,K2-250,Transit,2018,2.44,NA
1478,K2-251 b,K2-251,Transit,2018,2.35,NA
1479,K2-252 b,K2-252,Transit,2018,1.74,NA
1480,K2-253 b,K2-253,Transit,2018,12.67,NA
1481,K2-254 b,K2-254,Transit,2018,1.63,NA
1482,K2-254 c,K2-254,Transit,2018,2.19,NA
1483,K2-255 b,K2-255,Transit,2018,2.9,NA
1484,K2-256 b,K2-256,Transit,2018,2.63,NA
1485,K2-257 b,K2-257,Transit,2018,0.83,NA
1486,K2-258 b,K2-258,Transit,2018,3,NA
1487,K2-259 b,K2-259,Transit,2018,2.32,NA
1488,K2-26 b,K2-26,Transit,2016,2.67,NA
1489,K2-260 b,K2-260,Transit,2018,17.396,451.3186
1490,K2-261 b,K2-261,Transit,2018,9.528,59.75174
1491,K2-263 b,K2-263,Transit,2018,2.41,14.8
1492,K2-264 b,K2-264,Transit,2018,2.231,NA
1493,K2-264 c,K2-264,Transit,2018,2.668,NA
1494,K2-265 b,K2-265,Transit,2018,1.71,6.54
1495,K2-266 b,K2-266,Transit,2018,3.3,NA
1496,K2-266 c,K2-266,Transit,2018,0.705,NA
1497,K2-266 d,K2-266,Transit,2018,2.93,8.9
1498,K2-266 e,K2-266,Transit,2018,2.73,14.3
1499,K2-268 b,K2-268,Transit,2018,1.5,NA
1500,K2-268 c,K2-268,Transit,2018,2.69,NA
1501,K2-268 d,K2-268,Transit,2019,1.49,NA
1502,K2-268 e,K2-268,Transit,2019,1.33,NA
1503,K2-268 f,K2-268,Transit,2019,2.23,NA
1504,K2-269 b,K2-269,Transit,2018,1.57,NA
1505,K2-27 b,K2-27,Transit,2016,4.48,30.9
1506,K2-270 b,K2-270,Transit,2018,1.38,NA
1507,K2-270 c,K2-270,Transit,2018,2.95,NA
1508,K2-271 b,K2-271,Transit,2018,7.28,NA
1509,K2-272 b,K2-272,Transit,2018,3.13,NA
1510,K2-273 b,K2-273,Transit,2018,3.05,NA
1511,K2-274 b,K2-274,Transit,2018,2.08,NA
1512,K2-275 b,K2-275,Transit,2018,2.34,NA
1513,K2-275 c,K2-275,Transit,2018,2.21,NA
1514,K2-276 b,K2-276,Transit,2018,3.77,NA
1515,K2-277 b,K2-277,Transit,2018,2.07,NA
1516,K2-278 b,K2-278,Transit,2018,2.98,NA
1517,K2-279 b,K2-279,Transit,2018,1.21,NA
1518,K2-28 b,K2-28,Transit,2016,2.32,NA
1519,K2-280 b,K2-280,Transit,2018,7.5,37.1
1520,K2-281 b,K2-281,Transit,2018,8.18,NA
1521,K2-282 b,K2-282,Transit,2018,2.5,NA
1522,K2-283 b,K2-283,Transit,2018,3.52,NA
1523,K2-284 b,K2-284,Transit,2018,2.78,NA
1524,K2-285 b,K2-285,Transit,2018,2.59,9.68
1525,K2-285 c,K2-285,Transit,2018,3.53,15.68
1526,K2-285 d,K2-285,Transit,2018,2.48,6.5
1527,K2-285 e,K2-285,Transit,2018,1.95,10.7
1528,K2-286 b,K2-286,Transit,2018,2.1,NA
1529,K2-287 b,K2-287,Transit,2018,9.494,100.11645
1530,K2-288 B b,K2-288 B,Transit,2018,1.9,NA
1531,K2-289 b,K2-289,Transit,2019,9.1,NA
1532,K2-29 b,K2-29,Transit,2016,13.339,232.0159
1533,K2-290 b,K2-290,Transit,2019,3.06,10.9
1534,K2-290 c,K2-290,Transit,2019,11.276,246.00042
1535,K2-291 b,K2-291,Transit,2019,1.589,6.49
1536,K2-292 b,K2-292,Transit,2019,2.63,24.5
1537,K2-293 b,K2-293,Transit,2019,2.45,NA
1538,K2-294 b,K2-294,Transit,2019,1.66,NA
1539,K2-295 b,K2-295,Transit,2018,10.054,106.47305
1540,K2-3 b,K2-3,Transit,2015,NA,6.48
1541,K2-3 c,K2-3,Transit,2015,NA,2.14
1542,K2-3 d,K2-3,Transit,2015,NA,2.80007
1543,K2-30 b,K2-30,Transit,2016,11.646,184.02357
1544,K2-308 b,K2-308,Transit,2019,9.916,NA
1545,K2-31 b,K2-31,Transit,2016,11.882,563.83042
1546,K2-315 b,K2-315,Transit,2020,0.95,NA
1547,K2-316 b,K2-316,Transit,2020,1.33,NA
1548,K2-316 c,K2-316,Transit,2020,1.83,NA
1549,K2-317 b,K2-317,Transit,2020,2.93,NA
1550,K2-318 b,K2-318,Transit,2020,1.66,NA
1551,K2-319 b,K2-319,Transit,2020,2.79,NA
1552,K2-32 b,K2-32,Transit,2016,5.299,15
1553,K2-32 c,K2-32,Transit,2016,3.134,8.1
1554,K2-32 d,K2-32,Transit,2016,3.484,6.7
1555,K2-32 e,K2-32,Transit,2019,1.212,2.1
1556,K2-320 b,K2-320,Transit,2020,2.62,NA
1557,K2-321 b,K2-321,Transit,2020,1.95,NA
1558,K2-322 b,K2-322,Transit,2020,1.92,NA
1559,K2-323 b,K2-323,Transit,2020,2.1,NA
1560,K2-324 b,K2-324,Transit,2020,2.43,NA
1561,K2-325 b,K2-325,Transit,2020,2.2,NA
1562,K2-326 b,K2-326,Transit,2020,2.28,NA
1563,K2-329 b,K2-329,Transit,2020,8.676,82.6358
1564,K2-33 b,K2-33,Transit,2016,5.04,1175.971
1565,K2-330 b,K2-330,Transit,2016,2.77,NA
1566,K2-331 b,K2-331,Transit,2021,1.79,NA
1567,K2-331 c,K2-331,Transit,2018,2.72,NA
1568,K2-332 b,K2-332,Transit,2016,2.2,NA
1569,K2-333 b,K2-333,Transit,2018,6.18,NA
1570,K2-334 b,K2-334,Transit,2018,5.65,NA
1571,K2-335 b,K2-335,Transit,2016,2.21,NA
1572,K2-336 b,K2-336,Transit,2016,1.22,NA
1573,K2-337 b,K2-337,Transit,2016,2.62,NA
1574,K2-338 b,K2-338,Transit,2016,1.03,NA
1575,K2-339 b,K2-339,Transit,2019,1.92,NA
1576,K2-34 b,K2-34,Transit,2016,13.75,NA
1577,K2-340 b,K2-340,Transit,2016,3.36,NA
1578,K2-341 b,K2-341,Transit,2018,3.21,NA
1579,K2-342 b,K2-342,Transit,2018,2.03,NA
1580,K2-343 b,K2-343,Transit,2019,1.65,NA
1581,K2-343 c,K2-343,Transit,2018,2.02,NA
1582,K2-344 b,K2-344,Transit,2018,1.59,NA
1583,K2-345 b,K2-345,Transit,2016,2.11,NA
1584,K2-346 b,K2-346,Transit,2016,2.26,NA
1585,K2-347 b,K2-347,Transit,2016,2.41,NA
1586,K2-348 b,K2-348,Transit,2018,3.26,NA
1587,K2-348 c,K2-348,Transit,2018,2.67,NA
1588,K2-349 b,K2-349,Transit,2016,1.38,NA
1589,K2-35 b,K2-35,Transit,2016,1.32,NA
1590,K2-35 c,K2-35,Transit,2016,1.93,NA
1591,K2-350 b,K2-350,Transit,2021,1.54,NA
1592,K2-350 c,K2-350,Transit,2016,2.74,NA
1593,K2-351 b,K2-351,Transit,2016,2.54,NA
1594,K2-352 b,K2-352,Transit,2021,1.37,NA
1595,K2-352 c,K2-352,Transit,2018,1.92,NA
1596,K2-352 d,K2-352,Transit,2018,2.23,NA
1597,K2-353 b,K2-353,Transit,2021,5.55,NA
1598,K2-354 b,K2-354,Transit,2016,1.56,NA
1599,K2-355 b,K2-355,Transit,2021,2.25,NA
1600,K2-356 b,K2-356,Transit,2021,2.29,NA
1601,K2-357 b,K2-357,Transit,2021,3.72,NA
1602,K2-358 b,K2-358,Transit,2021,2.68,NA
1603,K2-36 b,K2-36,Transit,2016,1.43,3.9
1604,K2-36 c,K2-36,Transit,2016,3.12,NA
1605,K2-365 b,K2-365,Transit,2022,2.906,NA
1606,K2-366 b,K2-366,Transit,2022,2.359,NA
1607,K2-367 b,K2-367,Transit,2022,2.413,NA
1608,K2-368 b,K2-368,Transit,2022,1.332,NA
1609,K2-368 c,K2-368,Transit,2022,1.361,NA
1610,K2-368 d,K2-368,Transit,2022,1.948,NA
1611,K2-369 b,K2-369,Transit,2022,1.313,NA
1612,K2-37 b,K2-37,Transit,2016,1.61,NA
1613,K2-37 c,K2-37,Transit,2016,2.75,NA
1614,K2-37 d,K2-37,Transit,2016,2.73,NA
1615,K2-370 b,K2-370,Transit,2022,3.207,NA
1616,K2-371 b,K2-371,Transit,2022,13.024,NA
1617,K2-372 b,K2-372,Transit,2022,2.945,NA
1618,K2-373 b,K2-373,Transit,2022,2.061,NA
1619,K2-374 b,K2-374,Transit,2022,1.593,NA
1620,K2-374 c,K2-374,Transit,2022,2.213,NA
1621,K2-375 b,K2-375,Transit,2022,2.243,NA
1622,K2-376 b,K2-376,Transit,2022,1.736,NA
1623,K2-377 b,K2-377,Transit,2022,1.693,NA
1624,K2-378 b,K2-378,Transit,2022,2.88,NA
1625,K2-379 b,K2-379,Transit,2022,2.181,NA
1626,K2-38 b,K2-38,Transit,2016,1.54,7.3
1627,K2-38 c,K2-38,Transit,2016,2.29,8.3
1628,K2-380 b,K2-380,Transit,2022,2.729,NA
1629,K2-381 b,K2-381,Transit,2022,1.075,NA
1630,K2-381 c,K2-381,Transit,2022,2,NA
1631,K2-381 d,K2-381,Transit,2022,1.689,NA
1632,K2-382 b,K2-382,Transit,2022,2.072,NA
1633,K2-383 b,K2-383,Transit,2022,1.564,NA
1634,K2-384 b,K2-384,Transit,2022,1.076,NA
1635,K2-384 c,K2-384,Transit,2022,1.191,NA
1636,K2-384 d,K2-384,Transit,2022,1.392,NA
1637,K2-384 e,K2-384,Transit,2022,1.345,NA
1638,K2-384 f,K2-384,Transit,2022,2.222,NA
1639,K2-385 b,K2-385,Transit,2022,1.539,NA
1640,K2-386 b,K2-386,Transit,2022,2.32,NA
1641,K2-387 b,K2-387,Transit,2022,7.322,NA
1642,K2-388 b,K2-388,Transit,2022,3.66,NA
1643,K2-389 b,K2-389,Transit,2022,2.184,NA
1644,K2-389 c,K2-389,Transit,2022,2.04,NA
1645,K2-39 b,K2-39,Transit,2016,6.277,28.6047
1646,K2-390 b,K2-390,Transit,2022,4.662,NA
1647,K2-391 b,K2-391,Transit,2022,1.371,NA
1648,K2-392 b,K2-392,Transit,2022,1.85,NA
1649,K2-393 b,K2-393,Transit,2022,2.352,NA
1650,K2-394 b,K2-394,Transit,2022,1.692,NA
1651,K2-395 b,K2-395,Transit,2022,2.597,NA
1652,K2-395 c,K2-395,Transit,2022,3.395,NA
1653,K2-396 b,K2-396,Transit,2022,1.579,NA
1654,K2-396 c,K2-396,Transit,2022,3.124,NA
1655,K2-397 b,K2-397,Transit,2022,2.417,NA
1656,K2-398 b,K2-398,Transit,2022,2.274,NA
1657,K2-398 c,K2-398,Transit,2022,5.098,NA
1658,K2-399 b,K2-399,Transit,2022,6.049,NA
1659,K2-4 b,K2-4,Transit,2015,2.1,NA
1660,K2-400 b,K2-400,Transit,2022,1.163,NA
1661,K2-401 b,K2-401,Transit,2022,2.262,NA
1662,K2-402 b,K2-402,Transit,2022,2.678,NA
1663,K2-403 b,K2-403,Transit,2022,5.333,NA
1664,K2-404 b,K2-404,Transit,2022,2.53,NA
1665,K2-405 b,K2-405,Transit,2022,4.569,NA
1666,K2-406 b,K2-406,Transit,2022,4.602,NA
1667,K2-407 b,K2-407,Transit,2022,1.283,NA
1668,K2-407 c,K2-407,Transit,2022,1.36,NA
1669,K2-408 b,K2-408,Transit,2022,1.677,NA
1670,K2-409 b,K2-409,Transit,2022,2.482,NA
1671,K2-411 b,K2-411,Transit,2022,0.99,NA
1672,K2-412 b,K2-412,Transit,2022,2.116,NA
1673,K2-413 b,K2-413,Transit,2022,0.76,NA
1674,K2-413 c,K2-413,Transit,2022,1.233,NA
1675,K2-414 b,K2-414,Transit,2022,1.219,NA
1676,K2-414 c,K2-414,Transit,2022,1.929,NA
1677,K2-42 b,K2-42,Transit,2016,2.15,NA
1678,K2-43 b,K2-43,Transit,2016,4.51,NA
1679,K2-43 c,K2-43,Transit,2019,2.42,NA
1680,K2-44 b,K2-44,Transit,2016,2.433,NA
1681,K2-45 b,K2-45,Transit,2016,6.71,NA
1682,K2-46 b,K2-46,Transit,2016,2.05,NA
1683,K2-47 b,K2-47,Transit,2016,1.89,NA
1684,K2-48 b,K2-48,Transit,2016,2.24,NA
1685,K2-49 b,K2-49,Transit,2016,1.93,NA
1686,K2-5 b,K2-5,Transit,2015,1.91,NA
1687,K2-5 c,K2-5,Transit,2015,2.26,NA
1688,K2-50 b,K2-50,Transit,2016,1.59,NA
1689,K2-52 b,K2-52,Transit,2016,18,NA
1690,K2-53 b,K2-53,Transit,2016,2.6,NA
1691,K2-54 b,K2-54,Transit,2016,1.15,NA
1692,K2-55 b,K2-55,Transit,2016,3.82,NA
1693,K2-57 b,K2-57,Transit,2016,2.1,NA
1694,K2-58 b,K2-58,Transit,2016,2.68,NA
1695,K2-58 c,K2-58,Transit,2016,1.62,NA
1696,K2-58 d,K2-58,Transit,2016,1.71,NA
1697,K2-59 b,K2-59,Transit,2016,2.41,NA
1698,K2-59 c,K2-59,Transit,2016,2.3,NA
1699,K2-6 b,K2-6,Transit,2015,2.5,NA
1700,K2-60 b,K2-60,Transit,2016,7.656,135.39558
1701,K2-61 b,K2-61,Transit,2016,2.48,NA
1702,K2-62 b,K2-62,Transit,2016,2.14,NA
1703,K2-62 c,K2-62,Transit,2016,2.14,NA
1704,K2-63 b,K2-63,Transit,2016,3.22,NA
1705,K2-63 c,K2-63,Transit,2016,3.9,NA
1706,K2-64 b,K2-64,Transit,2016,2.07,NA
1707,K2-65 b,K2-65,Transit,2016,1.58,NA
1708,K2-66 b,K2-66,Transit,2016,2.49,21.3
1709,K2-68 b,K2-68,Transit,2016,1.58,NA
1710,K2-69 b,K2-69,Transit,2016,2.32,NA
1711,K2-7 b,K2-7,Transit,2015,2.67,NA
1712,K2-70 b,K2-70,Transit,2016,2.89,NA
1713,K2-71 b,K2-71,Transit,2016,2.15,NA
1714,K2-72 b,K2-72,Transit,2016,1.08,NA
1715,K2-72 c,K2-72,Transit,2016,1.16,NA
1716,K2-72 d,K2-72,Transit,2016,1.01,NA
1717,K2-72 e,K2-72,Transit,2016,1.29,NA
1718,K2-73 b,K2-73,Transit,2016,2.45,NA
1719,K2-74 b,K2-74,Transit,2016,2.31,NA
1720,K2-75 b,K2-75,Transit,2016,2.67,NA
1721,K2-75 c,K2-75,Transit,2016,2.77,NA
1722,K2-77 b,K2-77,Transit,2016,2.3,603.877
1723,K2-79 b,K2-79,Transit,2016,4.05,NA
1724,K2-8 b,K2-8,Transit,2015,3.58,NA
1725,K2-8 c,K2-8,Transit,2016,2.41,NA
1726,K2-80 b,K2-80,Transit,2016,2.01,NA
1727,K2-80 c,K2-80,Transit,2016,1.47,NA
1728,K2-80 d,K2-80,Transit,2018,2.552,NA
1729,K2-81 b,K2-81,Transit,2016,1.97,NA
1730,K2-83 b,K2-83,Transit,2016,1.244,NA
1731,K2-83 c,K2-83,Transit,2016,1.483,NA
1732,K2-84 b,K2-84,Transit,2016,2.41,NA
1733,K2-84 c,K2-84,Transit,2016,2.03,NA
1734,K2-85 b,K2-85,Transit,2016,1.2,NA
1735,K2-86 b,K2-86,Transit,2016,1.96,NA
1736,K2-87 b,K2-87,Transit,2016,7.6,NA
1737,K2-88 b,K2-88,Transit,2016,1.23,NA
1738,K2-89 b,K2-89,Transit,2016,0.615,NA
1739,K2-9 b,K2-9,Transit,2015,2.25,NA
1740,K2-90 b,K2-90,Transit,2016,2.6,NA
1741,K2-90 c,K2-90,Transit,2016,1.3,NA
1742,K2-91 b,K2-91,Transit,2016,1.1,NA
1743,K2-95 b,K2-95,Transit,2016,3.31,NA
1744,K2-97 b,K2-97,Transit,2016,10.61,NA
1745,K2-98 b,K2-98,Transit,2016,5.2,NA
1746,K2-99 b,K2-99,Transit,2016,11.73,NA
1747,KELT-1 b,KELT-1,Transit,2012,12.442,8654.15
1748,KELT-10 b,KELT-10,Transit,2016,15.681,215.80657
1749,KELT-11 b,KELT-11,Transit,2017,15.132,54.34893
1750,KELT-12 b,KELT-12,Transit,2017,19.952,301.9385
1751,KELT-14 b,KELT-14,Transit,2016,19.537,408.09372
1752,KELT-15 b,KELT-15,Transit,2016,19.504,416.3573
1753,KELT-16 b,KELT-16,Transit,2017,15.861,874.0325
1754,KELT-17 b,KELT-17,Transit,2016,17.094,416.3573
1755,KELT-18 b,KELT-18,Transit,2017,17.598,375.0394
1756,KELT-19 A b,KELT-19 A,Transit,2017,21.409,1293.5681
1757,KELT-2 A b,KELT-2 A,Transit,2012,15.132,540.311
1758,KELT-20 b,KELT-20,Transit,2017,19.515,1074.90106
1759,KELT-21 b,KELT-21,Transit,2018,17.777,1242.7153
1760,KELT-23 A b,KELT-23 A,Transit,2019,14.83,298.12454
1761,KELT-24 b,KELT-24,Transit,2019,14.258,1646.3594
1762,KELT-3 b,KELT-3,Transit,2013,17.486,616.5902
1763,KELT-4 A b,KELT-4 A,Transit,2016,19.044,286.68266
1764,KELT-6 b,KELT-6,Transit,2014,14.572,165.2716
1765,KELT-6 c,KELT-6,Radial Velocity,2015,NA,NA
1766,KELT-7 b,KELT-7,Transit,2015,17.934,441.7837
1767,KELT-8 b,KELT-8,Transit,2015,18.159,209.7678
1768,KELT-9 b,KELT-9,Transit,2017,21.196,915.3504
1769,KIC 10001893 b,KIC 10001893,Orbital Brightness Modulation,2014,NA,NA
1770,KIC 10001893 c,KIC 10001893,Orbital Brightness Modulation,2014,NA,NA
1771,KIC 10001893 d,KIC 10001893,Orbital Brightness Modulation,2014,NA,NA
1772,KIC 10068024 b,KIC 10068024,Orbital Brightness Modulation,2021,NA,NA
1773,KIC 10525077 b,KIC 10525077,Transit,2015,5.5,NA
1774,KIC 3526061 b,KIC 3526061,Radial Velocity,2022,NA,NA
1775,KIC 3558849 b,KIC 3558849,Transit,2015,6.9,NA
1776,KIC 5095269 b,KIC 5095269,Eclipse Timing Variations,2017,NA,2445.06619
1777,KIC 5437945 b,KIC 5437945,Transit,2015,6.4,NA
1778,KIC 5479689 b,KIC 5479689,Orbital Brightness Modulation,2021,NA,NA
1779,KIC 5951458 b,KIC 5951458,Transit,2015,6.6,NA
1780,KIC 7917485 b,KIC 7917485,Pulsation Timing Variations,2016,NA,NA
1781,KIC 8121913 b,KIC 8121913,Orbital Brightness Modulation,2021,NA,NA
1782,KIC 8540376 b,KOI-7892,Transit,2015,4.1,NA
1783,KIC 8540376 c,KOI-7892,Transit,2015,2.4,NA
1784,KIC 9663113 b,KIC 9663113,Transit,2015,4.6,NA
1785,KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,Microlensing,2018,NA,5700
1786,KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,Microlensing,2019,NA,1043
1787,KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,Microlensing,2018,NA,2200
1788,KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,Microlensing,2018,NA,1450
1789,KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,Microlensing,2019,NA,700
1790,KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,Microlensing,2018,NA,4923
1791,KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,Microlensing,2020,NA,1250
1792,KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,Microlensing,2020,NA,836
1793,KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,Microlensing,2021,NA,245.0457
1794,KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,Microlensing,2018,NA,34
1795,KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,Microlensing,2022,NA,1166.43025
1796,KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,Microlensing,2019,NA,640
1797,KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,Microlensing,2019,NA,230
1798,KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,Microlensing,2021,NA,664.26137
1799,KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,Microlensing,2020,NA,7.59
1800,KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,Microlensing,2020,NA,60
1801,KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,Microlensing,2021,NA,6.059
1802,KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,Microlensing,2020,NA,1400
1803,KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,Microlensing,2021,NA,77.86796
1804,KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,Microlensing,2021,NA,705.57906
1805,KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,Microlensing,2022,NA,5.56
1806,KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,Microlensing,2019,NA,111
1807,KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,Microlensing,2021,NA,346.43296
1808,KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,Microlensing,2021,NA,2447.27873
1809,KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,Microlensing,2022,NA,1452.47582
1810,KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,Microlensing,2020,NA,10.28
1811,KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,Microlensing,2020,NA,397
1812,KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,Microlensing,2021,NA,813.64072
1813,KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,Microlensing,2020,NA,200
1814,KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,Microlensing,2021,NA,0.96
1815,KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,Microlensing,2021,NA,4894.55747
1816,KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,Microlensing,2022,NA,1754.41281
1817,KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,Microlensing,2022,NA,11.2
1818,KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,Microlensing,2022,NA,34.96112
1819,KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,Microlensing,2022,NA,66.74397
1820,KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,Microlensing,2022,NA,31.78284
1821,KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,Microlensing,2021,NA,2034.1018
1822,KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,Microlensing,2022,NA,2.81
1823,KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,Microlensing,2022,NA,69.92225
1824,KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,Microlensing,2022,NA,79.4571
1825,KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,Microlensing,2022,NA,120.77479
1826,KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,Microlensing,2022,NA,38.13941
1827,KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022,NA,46
1828,KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,Microlensing,2022,NA,232.01474
1829,KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,NA,22.24799
1830,KOI-12 b,KOI-12,Transit,2015,13.787,349.613
1831,KOI-1257 b,KOI-1257,Transit,2014,10.54,460.83
1832,KOI-13 b,KOI-13,Transit,2011,16.948,2949.4624
1833,KOI-142 b,KOI-142,Transit,2013,3.438,9.5
1834,KOI-142 c,KOI-142,Transit,2013,NA,214.1
1835,KOI-1599.01,KOI-1599,Transit,2019,1.9,4.6
