zip,sex,age,obese,n,pop
53706,female,55-74,NA,NA,0
53711,female,55-74,1866,5369,5524
53713,female,55-74,768,1544,1510
53714,female,55-74,797,1715,1654
53715,female,55-74,196,505,518
53716,female,55-74,944,2269,2367
53717,female,55-74,478,1580,1414
53718,female,55-74,589,1349,1148
53719,female,55-74,838,2152,1941
53726,female,55-74,57,320,295
53792,female,55-74,NA,NA,0
53801,female,55-74,34,70,153
53802,female,55-74,NA,NA,5
53803,female,55-74,23,38,153
53804,female,55-74,23,50,140
53805,female,55-74,255,480,570
53806,female,55-74,14,42,240
53807,female,55-74,38,77,500
53808,female,55-74,NA,NA,131
53809,female,55-74,127,207,459
53810,female,55-74,NA,NA,42
53811,female,55-74,NA,NA,419
53813,female,55-74,62,137,786
53816,female,55-74,22,51,67
53817,female,55-74,NA,NA,24
53818,female,55-74,141,301,1190
53820,female,55-74,27,49,326
53821,female,55-74,406,765,1134
53825,female,55-74,NA,NA,34
53826,female,55-74,58,104,146
53827,female,55-74,16,37,38
53901,female,55-74,649,1269,1585
53910,female,55-74,100,192,364
53911,female,55-74,71,137,122
53913,female,55-74,834,1839,2603
53916,female,55-74,1097,2128,2512
53919,female,55-74,NA,NA,254
53920,female,55-74,19,51,66
53922,female,55-74,47,82,140
53923,female,55-74,79,129,215
53924,female,55-74,21,40,172
53925,female,55-74,347,667,976
53926,female,55-74,44,74,98
53928,female,55-74,NA,NA,11
53929,female,55-74,116,212,283
53930,female,55-74,51,104,137
53931,female,55-74,NA,NA,16
53932,female,55-74,121,215,187
53933,female,55-74,126,215,394
53934,female,55-74,168,319,809
53935,female,55-74,NA,NA,33
53936,female,55-74,40,84,216
53937,female,55-74,15,32,112
53939,female,55-74,NA,NA,24
53941,female,55-74,63,137,385
53943,female,55-74,22,41,96
53944,female,55-74,80,157,317
53946,female,55-74,50,86,569
53947,female,55-74,NA,NA,21
53948,female,55-74,196,344,975
53949,female,55-74,211,443,904
53950,female,55-74,144,256,593
53951,female,55-74,80,145,233
53952,female,55-74,173,325,527
53953,female,55-74,NA,NA,26
53954,female,55-74,370,708,859
53955,female,55-74,296,649,711
53956,female,55-74,128,239,375
53959,female,55-74,284,590,1371
53960,female,55-74,164,325,413
53961,female,55-74,25,53,97
53963,female,55-74,146,302,1297
53964,female,55-74,127,258,489
53965,female,55-74,423,909,1507
53968,female,55-74,94,172,318
53969,female,55-74,23,38,33
54001,female,55-74,NA,NA,1127
54002,female,55-74,NA,NA,642
54003,female,55-74,NA,NA,103
54004,female,55-74,NA,NA,244
54005,female,55-74,NA,NA,313
54006,female,55-74,NA,NA,80
54007,female,55-74,NA,NA,118
54009,female,55-74,NA,NA,238
54010,female,55-74,NA,NA,15
54011,female,55-74,NA,NA,679
54013,female,55-74,NA,NA,381
54014,female,55-74,NA,NA,332
54015,female,55-74,NA,NA,240
54016,female,55-74,NA,NA,3126
54017,female,55-74,NA,NA,1348
54020,female,55-74,NA,NA,703
54021,female,55-74,NA,NA,696
54022,female,55-74,NA,NA,2048
54023,female,55-74,NA,NA,336
54024,female,55-74,NA,NA,595
54025,female,55-74,NA,NA,661
54026,female,55-74,NA,NA,225
54027,female,55-74,NA,NA,134
54028,female,55-74,NA,NA,276
54082,female,55-74,NA,NA,186
54101,female,55-74,83,179,292
54102,female,55-74,NA,NA,149
54103,female,55-74,NA,NA,69
54104,female,55-74,29,54,243
54106,female,55-74,122,223,492
54107,female,55-74,41,72,366
54110,female,55-74,59,112,502
54111,female,55-74,40,83,349
54112,female,55-74,62,125,287
54113,female,55-74,59,124,345
54114,female,55-74,114,234,835
54115,female,55-74,941,2160,4349
54119,female,55-74,NA,NA,93
54120,female,55-74,NA,NA,33
54121,female,55-74,NA,NA,486
54123,female,55-74,NA,NA,24
54124,female,55-74,155,267,538
54125,female,55-74,NA,NA,99
54126,female,55-74,58,138,349
54127,female,55-74,NA,NA,2
54128,female,55-74,18,37,226
54129,female,55-74,64,133,401
54130,female,55-74,365,684,2437
54135,female,55-74,30,46,345
54136,female,55-74,165,291,542
54137,female,55-74,31,59,137
54138,female,55-74,56,104,179
54139,female,55-74,126,229,353
54140,female,55-74,139,278,1105
54141,female,55-74,65,155,280
54143,female,55-74,98,199,1926
54149,female,55-74,73,144,276
54150,female,55-74,NA,NA,101
54151,female,55-74,NA,NA,451
54153,female,55-74,282,525,829
54154,female,55-74,191,386,573
54155,female,55-74,191,391,556
54156,female,55-74,NA,NA,227
54157,female,55-74,49,91,667
54159,female,55-74,18,30,205
54160,female,55-74,NA,NA,24
54161,female,55-74,85,158,437
54162,female,55-74,254,504,876
54165,female,55-74,179,383,746
54166,female,55-74,121,257,2234
54169,female,55-74,41,145,307
54170,female,55-74,108,205,384
54171,female,55-74,93,213,380
54173,female,55-74,99,259,422
54174,female,55-74,144,261,415
54175,female,55-74,78,134,178
54177,female,55-74,34,67,467
54180,female,55-74,33,71,240
54201,female,55-74,84,157,605
54202,female,55-74,11,34,272
54204,female,55-74,41,76,231
54205,female,55-74,59,116,241
54207,female,55-74,NA,NA,22
54208,female,55-74,131,248,789
54209,female,55-74,15,38,257
54210,female,55-74,NA,NA,150
54211,female,55-74,NA,NA,48
54212,female,55-74,NA,NA,266
54213,female,55-74,NA,NA,109
54214,female,55-74,NA,NA,23
54216,female,55-74,96,216,898
54217,female,55-74,223,443,728
54220,female,55-74,NA,NA,4781
54227,female,55-74,17,42,224
54228,female,55-74,NA,NA,352
54229,female,55-74,109,248,504
54230,female,55-74,NA,NA,550
54232,female,55-74,NA,NA,50
54234,female,55-74,NA,NA,425
54235,female,55-74,160,409,2653
54241,female,55-74,NA,NA,1948
54245,female,55-74,11,30,248
54246,female,55-74,NA,NA,211
54247,female,55-74,NA,NA,290
54301,female,55-74,535,1238,2286
54302,female,55-74,596,1169,2407
54303,female,55-74,680,1294,2387
54304,female,55-74,714,1426,3041
54307,female,55-74,NA,NA,0
54311,female,55-74,768,1701,3384
54313,female,55-74,970,2294,4443
54401,female,55-74,1571,3509,3431
54403,female,55-74,1152,2666,2888
54405,female,55-74,136,238,333
54406,female,55-74,51,122,371
54407,female,55-74,29,72,195
54408,female,55-74,61,125,111
54409,female,55-74,777,1562,1569
54410,female,55-74,97,171,224
54411,female,55-74,272,468,497
54412,female,55-74,92,178,196
54413,female,55-74,NA,NA,16
54414,female,55-74,178,362,365
54416,female,55-74,58,87,204
54417,female,55-74,NA,NA,7
54418,female,55-74,64,134,117
54420,female,55-74,47,102,132
54421,female,55-74,135,261,312
54422,female,55-74,32,52,99
54423,female,55-74,44,113,303
54424,female,55-74,109,226,275
54425,female,55-74,94,152,155
54426,female,55-74,215,425,439
54427,female,55-74,66,128,124
54428,female,55-74,56,147,206
54430,female,55-74,NA,NA,13
54433,female,55-74,92,159,175
54435,female,55-74,103,205,263
54436,female,55-74,67,107,207
54437,female,55-74,85,165,308
54440,female,55-74,148,309,355
54441,female,55-74,47,92,109
54442,female,55-74,51,113,119
54443,female,55-74,90,169,284
54446,female,55-74,104,179,264
54447,female,55-74,26,42,52
54448,female,55-74,238,495,475
54449,female,55-74,1307,2736,3193
54450,female,55-74,23,36,52
54451,female,55-74,606,1278,1358
54452,female,55-74,1215,2238,2203
54454,female,55-74,60,100,160
54455,female,55-74,858,1960,1873
54456,female,55-74,137,281,715
54457,female,55-74,444,960,1236
54458,female,55-74,NA,NA,9
54459,female,55-74,84,154,203
54460,female,55-74,84,167,295
54462,female,55-74,23,48,62
54463,female,55-74,31,65,117
54465,female,55-74,48,104,131
54466,female,55-74,128,258,335
54467,female,55-74,264,574,1467
54469,female,55-74,72,173,229
54470,female,55-74,131,230,252
54471,female,55-74,103,223,202
54473,female,55-74,64,133,338
54474,female,55-74,223,503,378
54475,female,55-74,72,140,172
54476,female,55-74,904,1946,1932
54479,female,55-74,191,347,396
54480,female,55-74,63,125,135
54481,female,55-74,356,888,2644
54482,female,55-74,159,370,1084
54484,female,55-74,235,458,469
54485,female,55-74,18,47,59
54486,female,55-74,58,96,315
54487,female,55-74,236,531,1532
54488,female,55-74,62,94,118
54489,female,55-74,91,152,180
54490,female,55-74,46,103,108
54491,female,55-74,122,239,309
54493,female,55-74,31,52,97
54494,female,55-74,1418,3076,3487
54495,female,55-74,449,818,917
54498,female,55-74,47,104,224
54499,female,55-74,145,284,367
54501,female,55-74,561,1184,2662
54511,female,55-74,23,55,168
54512,female,55-74,50,158,205
54513,female,55-74,22,35,71
54514,female,55-74,120,237,325
54515,female,55-74,42,67,96
54517,female,55-74,NA,NA,31
54519,female,55-74,34,77,213
54520,female,55-74,105,221,487
54521,female,55-74,283,625,1106
54524,female,55-74,35,81,92
54525,female,55-74,NA,NA,29
54526,female,55-74,28,59,110
54527,female,55-74,52,76,147
54529,female,55-74,47,118,192
54530,female,55-74,39,71,137
54531,female,55-74,72,189,265
54534,female,55-74,136,304,350
54536,female,55-74,NA,NA,29
54537,female,55-74,36,61,70
54538,female,55-74,84,195,426
54539,female,55-74,76,159,215
54540,female,55-74,71,176,163
54541,female,55-74,30,64,190
54542,female,55-74,23,44,88
54545,female,55-74,45,141,177
54546,female,55-74,NA,NA,130
54547,female,55-74,88,246,209
54548,female,55-74,233,609,865
54550,female,55-74,26,65,72
54552,female,55-74,257,520,564
54554,female,55-74,52,126,162
54555,female,55-74,344,664,760
54556,female,55-74,99,174,186
54557,female,55-74,55,161,242
54558,female,55-74,121,294,377
54559,female,55-74,NA,NA,88
54560,female,55-74,42,79,92
54561,female,55-74,NA,NA,2
54562,female,55-74,94,221,376
54563,female,55-74,29,58,99
54564,female,55-74,19,34,65
54565,female,55-74,NA,NA,12
54566,female,55-74,36,89,184
54568,female,55-74,267,583,874
54601,female,55-74,1840,4259,4787
54603,female,55-74,657,1343,1444
54610,female,55-74,20,50,252
54611,female,55-74,NA,NA,113
54612,female,55-74,206,416,438
54613,female,55-74,73,162,355
54614,female,55-74,125,258,322
54615,female,55-74,224,414,1252
54616,female,55-74,116,208,310
54618,female,55-74,98,176,240
54619,female,55-74,99,204,304
54621,female,55-74,57,100,143
54622,female,55-74,60,107,286
54623,female,55-74,82,177,234
54624,female,55-74,92,193,218
54625,female,55-74,NA,NA,17
54626,female,55-74,66,125,149
54627,female,55-74,120,240,235
54628,female,55-74,63,128,182
54629,female,55-74,82,163,354
54630,female,55-74,212,435,459
54631,female,55-74,64,131,228
54632,female,55-74,69,134,160
54634,female,55-74,162,305,459
54635,female,55-74,28,50,234
54636,female,55-74,625,1382,1543
54637,female,55-74,NA,NA,22
54638,female,55-74,80,139,198
54639,female,55-74,67,126,326
54641,female,55-74,NA,NA,2
54642,female,55-74,77,150,196
54643,female,55-74,NA,NA,2
54644,female,55-74,72,151,140
54645,female,55-74,NA,NA,5
54646,female,55-74,138,244,524
54648,female,55-74,68,128,149
54650,female,55-74,1167,2694,2803
54651,female,55-74,52,93,151
54652,female,55-74,25,49,110
54653,female,55-74,64,92,64
54654,female,55-74,NA,NA,18
54655,female,55-74,60,117,285
54656,female,55-74,948,1780,2053
54657,female,55-74,NA,NA,52
54658,female,55-74,129,300,342
54659,female,55-74,26,48,108
54660,female,55-74,808,1468,1731
54661,female,55-74,185,385,388
54664,female,55-74,57,104,245
54665,female,55-74,311,589,1145
54666,female,55-74,122,219,373
54667,female,55-74,176,331,469
54669,female,55-74,433,876,820
54670,female,55-74,55,117,113
54701,female,55-74,440,1014,4155
54703,female,55-74,524,1158,4106
54720,female,55-74,121,240,805
54721,female,55-74,NA,NA,143
54722,female,55-74,108,186,454
54723,female,55-74,NA,NA,138
54724,female,55-74,118,230,712
54725,female,55-74,NA,NA,317
54726,female,55-74,48,92,184
54727,female,55-74,157,296,553
54728,female,55-74,197,430,893
54729,female,55-74,788,1673,3687
54730,female,55-74,47,95,578
54731,female,55-74,23,43,72
54732,female,55-74,101,207,328
54733,female,55-74,21,43,147
54734,female,55-74,NA,NA,88
54736,female,55-74,NA,NA,488
54737,female,55-74,NA,NA,60
54738,female,55-74,43,76,354
54739,female,55-74,45,105,473
54740,female,55-74,NA,NA,243
54741,female,55-74,35,68,169
54742,female,55-74,68,149,471
54745,female,55-74,94,208,350
54746,female,55-74,NA,NA,70
54747,female,55-74,131,215,298
54748,female,55-74,35,76,219
54749,female,55-74,NA,NA,145
54750,female,55-74,NA,NA,137
54751,female,55-74,NA,NA,2405
54754,female,55-74,27,59,248
54755,female,55-74,51,111,727
54756,female,55-74,NA,NA,132
54757,female,55-74,71,143,444
54758,female,55-74,44,89,528
54759,female,55-74,NA,NA,228
54760,female,55-74,NA,NA,30
54761,female,55-74,NA,NA,124
54762,female,55-74,NA,NA,144
54763,female,55-74,NA,NA,144
54765,female,55-74,NA,NA,10
54766,female,55-74,52,108,157
54767,female,55-74,NA,NA,368
54768,female,55-74,83,142,493
54769,female,55-74,NA,NA,112
54770,female,55-74,25,45,206
54771,female,55-74,69,120,448
54772,female,55-74,NA,NA,105
54773,female,55-74,137,260,417
54801,female,55-74,84,169,908
54805,female,55-74,17,36,141
54806,female,55-74,NA,NA,1379
54810,female,55-74,NA,NA,357
54812,female,55-74,77,166,625
54813,female,55-74,NA,NA,96
54814,female,55-74,NA,NA,411
54817,female,55-74,88,214,388
54819,female,55-74,99,178,344
54820,female,55-74,NA,NA,103
54821,female,55-74,NA,NA,275
54822,female,55-74,119,238,604
54824,female,55-74,NA,NA,274
54826,female,55-74,NA,NA,127
54827,female,55-74,NA,NA,38
54828,female,55-74,NA,NA,117
54829,female,55-74,80,159,784
54830,female,55-74,NA,NA,653
54832,female,55-74,NA,NA,49
54835,female,55-74,41,88,136
54836,female,55-74,NA,NA,124
54837,female,55-74,NA,NA,502
54838,female,55-74,NA,NA,223
54839,female,55-74,NA,NA,42
54840,female,55-74,NA,NA,558
54841,female,55-74,NA,NA,30
54842,female,55-74,NA,NA,26
54843,female,55-74,112,230,1617
54844,female,55-74,NA,NA,53
54845,female,55-74,NA,NA,20
54846,female,55-74,NA,NA,83
54847,female,55-74,NA,NA,412
54848,female,55-74,227,438,723
54849,female,55-74,NA,NA,303
54850,female,55-74,NA,NA,47
54853,female,55-74,NA,NA,616
54854,female,55-74,NA,NA,112
54855,female,55-74,NA,NA,62
54856,female,55-74,NA,NA,199
54857,female,55-74,NA,NA,9
54858,female,55-74,NA,NA,197
54859,female,55-74,21,38,296
54861,female,55-74,NA,NA,15
54862,female,55-74,NA,NA,79
54864,female,55-74,NA,NA,102
54865,female,55-74,NA,NA,100
54867,female,55-74,NA,NA,58
54868,female,55-74,510,1053,1967
54870,female,55-74,57,116,313
54871,female,55-74,48,95,432
54872,female,55-74,NA,NA,322
54873,female,55-74,NA,NA,541
54874,female,55-74,NA,NA,323
54875,female,55-74,23,33,151
54876,female,55-74,25,57,290
54880,female,55-74,NA,NA,3377
54888,female,55-74,31,55,227
54889,female,55-74,NA,NA,355
54891,female,55-74,NA,NA,510
54893,female,55-74,NA,NA,592
54895,female,55-74,40,64,145
54896,female,55-74,60,150,272
54901,female,55-74,234,539,2562
54902,female,55-74,126,272,2397
54904,female,55-74,211,499,2933
54909,female,55-74,24,67,292
54911,female,55-74,455,1050,2476
54913,female,55-74,320,856,2055
54914,female,55-74,594,1337,3177
54915,female,55-74,828,1848,3975
54921,female,55-74,34,67,138
54922,female,55-74,46,83,146
54923,female,55-74,NA,NA,1073
54927,female,55-74,NA,NA,72
54928,female,55-74,NA,NA,43
54929,female,55-74,NA,NA,1029
54930,female,55-74,38,53,213
54931,female,55-74,NA,NA,20
54932,female,55-74,NA,NA,151
54933,female,55-74,NA,NA,26
54934,female,55-74,NA,NA,12
54935,female,55-74,NA,NA,4660
54937,female,55-74,NA,NA,2382
54940,female,55-74,NA,NA,500
54941,female,55-74,NA,NA,435
54942,female,55-74,134,315,744
54943,female,55-74,48,87,279
54944,female,55-74,170,387,798
54945,female,55-74,30,69,447
54946,female,55-74,NA,NA,2
54947,female,55-74,69,141,379
54948,female,55-74,NA,NA,27
54949,female,55-74,NA,NA,369
54950,female,55-74,NA,NA,382
54952,female,55-74,584,1221,2865
54956,female,55-74,1152,2532,4430
54960,female,55-74,28,53,517
54961,female,55-74,NA,NA,1549
54962,female,55-74,NA,NA,123
54963,female,55-74,94,163,695
54964,female,55-74,13,30,169
54965,female,55-74,NA,NA,183
54966,female,55-74,32,74,225
54967,female,55-74,NA,NA,45
54968,female,55-74,NA,NA,427
54970,female,55-74,NA,NA,396
54971,female,55-74,NA,NA,1249
54974,female,55-74,NA,NA,173
54977,female,55-74,NA,NA,177
54979,female,55-74,NA,NA,215
54980,female,55-74,NA,NA,9
54981,female,55-74,NA,NA,1938
54982,female,55-74,NA,NA,1067
54983,female,55-74,NA,NA,575
54984,female,55-74,NA,NA,569
54985,female,55-74,NA,NA,0
54986,female,55-74,67,167,645
53001,female,75+,NA,NA,55
53002,female,75+,15,48,76
53003,female,75+,NA,NA,4
53004,female,75+,16,37,92
53005,female,75+,134,586,1121
53006,female,75+,NA,NA,56
53007,female,75+,24,80,81
53010,female,75+,47,140,387
53011,female,75+,NA,NA,71
53012,female,75+,129,426,946
53013,female,75+,22,47,156
53014,female,75+,NA,NA,431
53015,female,75+,NA,NA,57
53016,female,75+,NA,NA,12
53017,female,75+,33,129,192
53018,female,75+,10,41,272
53019,female,75+,NA,NA,73
53020,female,75+,23,68,148
53021,female,75+,20,48,88
53022,female,75+,208,702,808
53023,female,75+,NA,NA,29
53024,female,75+,101,337,638
53027,female,75+,112,378,864
53029,female,75+,30,121,667
53031,female,75+,NA,NA,0
53032,female,75+,56,141,177
53033,female,75+,49,140,174
53034,female,75+,NA,NA,38
53035,female,75+,NA,NA,76
53036,female,75+,NA,NA,43
53037,female,75+,71,251,301
53038,female,75+,NA,NA,82
53039,female,75+,42,126,271
53040,female,75+,89,278,252
53042,female,75+,19,47,319
53044,female,75+,NA,NA,92
53045,female,75+,146,636,1518
53046,female,75+,16,35,51
53047,female,75+,NA,NA,0
53048,female,75+,NA,NA,142
53049,female,75+,NA,NA,117
53050,female,75+,25,99,315
53051,female,75+,490,1771,2267
53057,female,75+,NA,NA,126
53058,female,75+,NA,NA,120
53059,female,75+,NA,NA,44
53061,female,75+,NA,NA,316
53063,female,75+,NA,NA,45
53065,female,75+,NA,NA,66
53066,female,75+,45,148,1326
53069,female,75+,NA,NA,16
53070,female,75+,44,119,222
53072,female,75+,81,293,1065
53073,female,75+,73,210,710
53074,female,75+,47,123,402
53075,female,75+,14,43,107
53076,female,75+,20,70,83
53078,female,75+,NA,NA,37
53079,female,75+,NA,NA,76
53080,female,75+,19,53,149
53081,female,75+,306,933,2156
53083,female,75+,121,403,710
53085,female,75+,89,252,612
53086,female,75+,47,154,235
53088,female,75+,NA,NA,19
53089,female,75+,127,402,601
53090,female,75+,201,575,575
53091,female,75+,13,30,49
53092,female,75+,155,693,1427
53093,female,75+,NA,NA,40
53094,female,75+,49,144,648
53095,female,75+,442,1461,1793
53097,female,75+,26,98,190
53098,female,75+,57,155,886
53103,female,75+,NA,NA,106
53104,female,75+,NA,NA,205
53105,female,75+,33,130,1108
53108,female,75+,NA,NA,175
53110,female,75+,35,92,740
53114,female,75+,18,40,68
53115,female,75+,124,404,742
53118,female,75+,NA,NA,384
53119,female,75+,NA,NA,119
53120,female,75+,14,54,366
53121,female,75+,100,290,585
53122,female,75+,71,313,476
53125,female,75+,11,78,124
53126,female,75+,NA,NA,180
53128,female,75+,15,47,158
53129,female,75+,91,313,918
53130,female,75+,41,137,474
53132,female,75+,79,290,1529
53137,female,75+,NA,NA,39
53139,female,75+,NA,NA,97
53140,female,75+,38,115,1142
53142,female,75+,NA,NA,1100
53143,female,75+,NA,NA,887
53144,female,75+,NA,NA,838
53146,female,75+,19,78,327
53147,female,75+,81,307,846
53149,female,75+,19,65,498
53150,female,75+,57,177,988
53151,female,75+,154,502,1925
53153,female,75+,NA,NA,58
53154,female,75+,41,128,801
53156,female,75+,15,47,120
53158,female,75+,14,43,413
